Pair,Score
喜欢	温和,0.0
回复	不错,0.0
回家	确实,0.0
回来	舒服,0.0
回来	好,0.0
回购	直接,0.0
回购	很好,0.0
回购	犹豫,0.0
回购	蓬松,0.0
回购	最好,0.0
回购	老,0.0
回购	柔顺,0.0
回购	高,0.0
回购	差,0.0
回购	挺好用,0.0
回购	香,0.0
回购	不错,0.0
地址	高,0.0
地方	便宜,0.0
增资	积分,0.0
复制	认真,0.0
外观设计	优雅,0.0
够买	香,0.0
大气	精美,0.0
大气	柔顺,0.0
大瓶	心疼,0.0
大瓶	直接,0.0
太棒了	惊喜,0.0
太棒了	喜悦,0.0
头发	巨显,0.0
头发	不涩,0.0
头发	直接,0.0
头发	丰盈,0.0
头发	重,0.0
头发	慢,0.0
头发	舒畅,0.0
头发	少,0.0
头发	快乐,0.0
头发	差,0.0
头发	很好,0.0
头发	很棒,0.0
头发	不错,0.0
头发	愉悦,0.0
头发	丰富,0.0
头发	大,0.0
头发	舒适,0.0
头发	易,0.0
头发	惊讶,0.0
头发	老,0.0
头发	黑,0.0
头发	粗,0.0
头发	小,0.0
头发	涩,0.0
头发	很涩,0.0
头发	最好,0.0
头发	柔弱,0.0
头发	温柔,0.0
头发	惊喜,0.0
头发	很大,0.0
头发	烦恼,0.0
头发	良好,0.0
头发	伤害,0.0
头发	很小,0.0
头发	亮丽,0.0
头发	烦人,0.0
头发	慎重,0.0
头发	头痒,0.0
头发	一大,0.0
头发	清理,0.0
头发	不顺,0.0
头发	软软,0.0
头屑	干燥,0.0
头屑	容易,0.0
头油	直接,0.0
头油	快,0.0
头皮	老,0.0
头皮	细腻,0.0
头皮	明显,0.0
头皮	苦恼,0.0
头皮	高效,0.0
头皮	净,0.0
头皮	快乐,0.0
头皮	不适,0.0
头皮	显著,0.0
头皮	很好,0.0
头皮	清楚,0.0
头皮	疼,0.0
头皮	完全,0.0
头皮	挺大,0.0
头皮	长,0.0
头皮	厉害,0.0
头皮屑	干净,0.0
头皮屑	容易,0.0
头皮屑	完喜,0.0
头皮屑	很好,0.0
头皮屑	痒,0.0
头皮屑	老,0.0
头皮屑	连续,0.0
头皮屑	干痒,0.0
头皮屑	痒越,0.0
头皮屑	差,0.0
头皮屑	好,0.0
头顶	成功,0.0
头顶	秃,0.0
女儿	好,0.0
女孩子	痛苦,0.0
好像	大,0.0
好用	蓬松,0.0
好用	完后,0.0
好用	顺便,0.0
好用	精美,0.0
好用	丰富,0.0
好用	友好,0.0
好用	便宜,0.0
好用	好,0.0
好看	蓬松,0.0
好评	认真,0.0
好评	不错,0.0
好评	不痒,0.0
好评	好,0.0
好闻	蓬松,0.0
好闻	很滑,0.0
好闻	老,0.0
好闻	长,0.0
好闻	友好,0.0
好闻	久,0.0
好闻	慌,0.0
好闻	不错,0.0
好闻	很棒,0.0
好闻	干净,0.0
好闻	清新,0.0
好闻	舒服,0.0
好闻	柔顺,0.0
妈妈	不错,0.0
妈妈	好,0.0
妹子	高,0.0
妹子	友好,0.0
姐妹	大,0.0
姐妹	痛,0.0
姐妹	丰富,0.0
姐妹	细腻,0.0
姐妹	容易,0.0
姐妹	慎重,0.0
姐姐	好,0.0
姐姐	快,0.0
姐姐	惊讶,0.0
季节	合适,0.0
孩子	合适,0.0
孩子	好,0.0
完发	柔顺,0.0
宝贝	完好,0.0
实体店	便宜,0.0
实在	香,0.0
实惠	好,0.0
实惠	友好,0.0
实惠	便宜,0.0
实惠	大,0.0
实惠	很大,0.0
实用	精妙,0.0
客服	有效,0.0
客服	小,0.0
客服	不错,0.0
室友	香,0.0
家人	不错,0.0
家人	好,0.0
家姐	不错,0.0
家用	不错,0.0
家里人	挺好用,0.0
家里人	好,0.0
容量	一大,0.0
容量	很大,0.0
宿舍	香,0.0
寻找	健康,0.0
寻找	清爽,0.0
小姐姐	好,0.0
小巧	惊喜,0.0
小样	不足,0.0
小样	坏,0.0
小样	大,0.0
小样	方便,0.0
尝试	蓬松,0.0
尝试	很棒,0.0
已経回焰	香,0.0
希望	蓬松,0.0
希望	大,0.0
带来	愉悦,0.0
平价	心疼,0.0
广告	挺好,0.0
广告	少,0.0
广告	根本,0.0
广告	好,0.0
店家	快,0.0
建议	柔顺,0.0
心情	蓬松,0.0
心情	舒畅,0.0
心情	清新,0.0
心情	好,0.0
心情	持久,0.0
快递	完好,0.0
快递	直接,0.0
快递	扁,0.0
总体	好,0.0
想着	差,0.0
想着	不错,0.0
想要	确实,0.0
想要	高,0.0
想象	好,0.0
想象	完美,0.0
感到	蓬松,0.0
感到	愉悦,0.0
感到	不适,0.0
感受	好,0.0
感受	快乐,0.0
感觉	贵,0.0
感觉	自由,0.0
感觉	少,0.0
感觉	完全,0.0
感觉	黏腻,0.0
感觉	惊喜,0.0
感觉	彻底,0.0
感觉	清洁,0.0
感觉	疲劳,0.0
感觉	喜悦,0.0
感觉	丰盈,0.0
感觉	温和,0.0
感觉	温柔,0.0
感觉	充满,0.0
感觉	清楚,0.0
感觉	差,0.0
成分	仔细,0.0
打开	好,0.0
打开	惊喜,0.0
打开	不错,0.0
打开	新,0.0
打湿	温和,0.0
找到	直接,0.0
找到	不腻,0.0
护发	绝大,0.0
护发	独特,0.0
护发素	顺便,0.0
护发素	根本,0.0
护发素	挺好,0.0
护发素	蓬松,0.0
护发素	粗糙,0.0
护发素	最差,0.0
护发素	难忍,0.0
护发素	软软,0.0
拆箱	惊喜,0.0
拿到	不错,0.0
按摩	细腻,0.0
按摩	温柔,0.0
换来换去	不错,0.0
控油	单单,0.0
控油	清洁,0.0
控油	最大,0.0
控油	大,0.0
控油	黏腻,0.0
控油	柔顺,0.0
控油	新宠,0.0
控油	涩,0.0
控油	香,0.0
控油	干燥,0.0
控油	浓,0.0
控油	清新,0.0
控油	舒适,0.0
控油	舒缓,0.0
控油	很高,0.0
控油	丰盛,0.0
控油	健康,0.0
控油	友好,0.0
控油	根本,0.0
控油	飘柔,0.0
推荐	幸好,0.0
推荐	小,0.0
推荐	有效,0.0
推荐	确实,0.0
推荐	细软,0.0
推荐	蓬松,0.0
推荐	挺好用,0.0
推荐	红,0.0
推荐	香,0.0
推荐	差,0.0
揉搓	好,0.0
插入式	不错,0.0
搭配	柔顺,0.0
收到	直接,0.0
收到	便宜,0.0
收到	不错,0.0
改善	干燥,0.0
改善	大,0.0
改善	连续,0.0
改天	好,0.0
效果	惊艳,0.0
效果	容易,0.0
效果	最大,0.0
效果	香,0.0
效果	清爽,0.0
效果	简单,0.0
效果	具体,0.0
效果	大,0.0
效果	确实,0.0
效果	贵,0.0
效果	柔顺,0.0
效果	很高,0.0
效果	根本,0.0
效果	落足,0.0
救星	容易,0.0
救星	好,0.0
救星	友好,0.0
整体	高,0.0
整体	黏腻,0.0
整体	很棒,0.0
整体	好,0.0
旗舰店	合适,0.0
无比	蓬松,0.0
时代	高,0.0
时代	差,0.0
时间	绝大,0.0
时间	严重,0.0
显得	蓬松,0.0
显得	漂亮,0.0
替换装	友好,0.0
有用	一般,0.0
有用	挺好用,0.0
有用	好,0.0
朋友	好,0.0
朋友	不错,0.0
朋友	快,0.0
朋友	挺好,0.0
朋友	蓬松,0.0
朋友	挺好用,0.0
朋友	香,0.0
朋友	疯狂,0.0
服务	丰富,0.0
服务	快,0.0
服务	耐心,0.0
服务态度	完美,0.0
服务态度	快,0.0
服务态度	恶,0.0
期待	完全,0.0
期待	蓬松,0.0
格局	大,0.0
格局	强,0.0
楼层	高,0.0
橙色	好,0.0
正品	根本,0.0
正品	严重,0.0
正装	直接,0.0
正装	完全,0.0
毛孔	清洁,0.0
毛孔	彻底,0.0
气味	浓,0.0
气味	合适,0.0
气味	强,0.0
气味	淡,0.0
气味	久,0.0
气味	容易,0.0
气味	柔顺,0.0
气味	便宜,0.0
气味	大,0.0
气味	很淡,0.0
水润	好,0.0
水润	蓬松,0.0
沉浸	持久,0.0
沙龙	好,0.0
沙龙	新宠,0.0
没油	轻,0.0
油力	持久,0.0
油头	痛,0.0
油头	烦恼,0.0
油头	蓬松,0.0
油头	明显,0.0
油头	痛苦,0.0
油头	长,0.0
油性	友好,0.0
油性	很好,0.0
油性皮肤	蓬松,0.0
油污	干净,0.0
油腻	好,0.0
油腻	完全,0.0
油腻	痒,0.0
油腻	烦恼,0.0
油腻	毛躁,0.0
油腻	亮丽,0.0
泡沫	容易,0.0
泡沫	棒,0.0
泡沫	柔软,0.0
泡沫	香,0.0
泡沫	挺久,0.0
泡沫	蓬松,0.0
泡沫	舒适,0.0
泡沫	清洁,0.0
泡沫	丰盈,0.0
泡泡	容易,0.0
泡泡	舒服,0.0
泡泡	浓郁,0.0
洗出	柔顺,0.0
洗出	很痛,0.0
洗发	舒适,0.0
洗发	愉悦,0.0
洗发	柔软,0.0
洗发	好,0.0
洗发	温和,0.0
洗发水	单单,0.0
洗发水	幸好,0.0
洗发水	干净,0.0
洗发水	直接,0.0
洗发水	很强,0.0
洗发水	确实,0.0
洗发水	小,0.0
洗发水	强,0.0
洗发水	彻底,0.0
洗发水	明显,0.0
洗发水	友好,0.0
洗发水	丰厚,0.0
洗发水	久,0.0
洗发水	最爱,0.0
洗发水	挺好,0.0
洗发水	老,0.0
洗发水	正好,0.0
洗发水	高效,0.0
洗发水	新宠,0.0
洗发水	大,0.0
洗发水	完后,0.0
洗发水	长,0.0
洗发水	一大,0.0
洗发水	轻易,0.0
洗发水	敏感,0.0
洗发水	有效,0.0
洗发水	烦恼,0.0
洗发水	光滑,0.0
洗发水	丰盛,0.0
洗发水	谨慎,0.0
洗发水	高大,0.0
洗发水	巨巨,0.0
洗发水	清洁,0.0
洗发水	粗糙,0.0
洗发水	红,0.0
洗发水	痒,0.0
洗发水	厉害,0.0
洗发液	不错,0.0
洗发露	一大,0.0
洗发露	大,0.0
洗发露	不同,0.0
洗头	温和,0.0
洗头	连续,0.0
洗头	痒,0.0
洗头	快乐,0.0
洗头	高,0.0
洗头	好,0.0
洗头	愉悦,0.0
洗头	长,0.0
洗头	烦恼,0.0
洗头	轻松,0.0
洗头	严重,0.0
洗头	彻底,0.0
洗头	香,0.0
洗完	丰盈,0.0
洗完	愉悦,0.0
洗完	重,0.0
洗完	轻松,0.0
洗完	不错,0.0
洗完	不辣,0.0
洗完	毛躁,0.0
洗完	持久,0.0
洗完	不痒,0.0
洗完	直接,0.0
洗完	很好,0.0
洗完	巨,0.0
洗完	高,0.0
洗完	舒适,0.0
洗完	滑顺,0.0
洗完	舒爽,0.0
洗完	少,0.0
洗完	顺,0.0
洗完	涩,0.0
洗完	软顺,0.0
洗完	轻,0.0
洗完	很顺,0.0
洗完	扁,0.0
洗完	快,0.0
洗完	惊喜,0.0
洗完	长,0.0
洗完	清新,0.0
洗完	慢,0.0
洗完	完全,0.0
洗完	很痒,0.0
洗完	粗糙,0.0
洗完	难,0.0
活动	便宜,0.0
活动	好,0.0
活动	高,0.0
消息	不错,0.0
润滑	确实,0.0
润滑	蓬松,0.0
润滑	不错,0.0
淘宝	好,0.0
淘宝	最满,0.0
淘气值	积分,0.0
淘气值	长,0.0
清扬	明显,0.0
清洗	丰富,0.0
清洗	容易,0.0
清洗	清爽,0.0
清洗	丰厚,0.0
清洗	细腻,0.0
清香味	最爱,0.0
清香味	不错,0.0
清香味	好,0.0
满头	痛苦,0.0
满头	蓬松,0.0
满意	精美,0.0
满意	柔顺,0.0
满意	好,0.0
焕发	健康,0.0
熬夜	严重,0.0
熬夜	好,0.0
熬夜	老,0.0
牌子	红,0.0
牌子	合适,0.0
牌子	很好,0.0
牌子	不错,0.0
物品	不错,0.0
物流	慢,0.0
物流	完好,0.0
物流	很大,0.0
状况	显著,0.0
环境	舒爽,0.0
瓶子	不错,0.0
瓶子	全,0.0
瓶身	小,0.0
用完	清爽,0.0
用完	直接,0.0
用完	柔顺,0.0
用完	挺好用,0.0
用水	温和,0.0
用用	不同,0.0
用过	蓬松,0.0
用过	明显,0.0
用过	最差,0.0
男女	好,0.0
疙瘩	好,0.0
相比	不错,0.0
省事	方便,0.0
看抖	好,0.0
破坏	高效,0.0
粉红色	好,0.0
粉红色	香,0.0
粉色	柔顺,0.0
红色	偏,0.0
红色	清淡,0.0
组合	高,0.0
细节	好,0.0
经典	不错,0.0
经济	高,0.0
经营	大,0.0
经营	强,0.0
绵密	舒服,0.0
绵密	挺久,0.0
绵密	好,0.0
绵密	蓬松,0.0
老公	好,0.0
老公	差,0.0
肥皂	大,0.0
能力	确实,0.0
脱发	秃,0.0
脱发	长,0.0
舍友	香,0.0
花香调	愉悦,0.0
营销	不错,0.0
蓬蓬	好,0.0
表嫂	不错,0.0
观念	大,0.0
观念	强,0.0
订单	迅速,0.0
评价	惊讶,0.0
评价	正巧,0.0
评用	惊艳,0.0
评用	干净,0.0
评用	不错,0.0
评用	很好,0.0
评用	痒,0.0
评用	严重,0.0
评论	纯,0.0
评论	好,0.0
评论	全,0.0
试用	好,0.0
试用	清爽,0.0
试用	舒适,0.0
试用	蓬松,0.0
试用品	不错,0.0
试用装	不错,0.0
试用装	挺好,0.0
试用装	柔顺,0.0
试用装	好,0.0
试试	好,0.0
试试	大,0.0
诗诗	好,0.0
说用	挺顺,0.0
说用	挺好,0.0
说用	不错,0.0
说用	久,0.0
质感	柔顺,0.0
质感	蓬松,0.0
购买	直接,0.0
购买	幸好,0.0
购买	细软,0.0
购买	好,0.0
购买	浓,0.0
购买	香,0.0
购买	不错,0.0
购买	柔顺,0.0
购物	完美,0.0
购物	最满,0.0
赠品	不同,0.0
赠品	挺好用,0.0
赠品	棒,0.0
赠送	不错,0.0
起泡	容易,0.0
起泡	好,0.0
超市	小,0.0
超市	好,0.0
超市	便宜,0.0
超市	很火,0.0
足够	清洁,0.0
过度	干燥,0.0
过用	挺好,0.0
过用	确实,0.0
过程	好,0.0
过程	细腻,0.0
过程	清爽,0.0
还油	快,0.0
连发	直接,0.0
连发	柔顺,0.0
追评	单单,0.0
追评	清新,0.0
追评	惊喜,0.0
追评	很好,0.0
追评	持久,0.0
追评	毛躁,0.0
追评	很大,0.0
追评	舒服,0.0
追评	巨好,0.0
追评	小,0.0
追评	细软,0.0
追评	大,0.0
追评	友好,0.0
追评	确实,0.0
追评	精致,0.0
追评	老,0.0
追评	快,0.0
追评	痛苦,0.0
追评	容易,0.0
追评	痒,0.0
追评	温和,0.0
追评	很爽,0.0
追评	强,0.0
追评	便宜,0.0
追评	丰盈,0.0
追评	成功,0.0
追评	一大,0.0
追评	明显,0.0
追评	伤害,0.0
追评	尴尬,0.0
追评	清洁,0.0
追评	巨好用,0.0
追评	干爽,0.0
追评	很慢,0.0
追评	慢,0.0
追评	头痒,0.0
追评	慎重,0.0
追评	根本,0.0
追评	不幸,0.0
追评	挺好,0.0
追评	难用,0.0
追评	最难,0.0
追评	红,0.0
追评	巨痒,0.0
追评	厉害,0.0
追评	很难,0.0
追评	假,0.0
适合	重要,0.0
适合	便宜,0.0
适合	容易,0.0
适合	明显,0.0
适合	健康,0.0
选择	好,0.0
选择	最好,0.0
选择	健康,0.0
选择	烦恼,0.0
遇见	容易,0.0
道理	贵,0.0
那可真	香,0.0
都用	好,0.0
配方	友好,0.0
重点	干涩,0.0
重点	快,0.0
重点	不痒,0.0
销量	好,0.0
销量	高,0.0
销量	差,0.0
闺蜜	挺顺,0.0
闺蜜	好,0.0
顺滑	柔顺,0.0
顺滑	丰富,0.0
顺滑	快,0.0
顺滑	粗糙,0.0
顺滑	确实,0.0
顺滑	清爽,0.0
顺滑	清洁,0.0
顺滑	好,0.0
顺滑	温和,0.0
顺滑	毛躁,0.0
预期	好,0.0
颅顶	直接,0.0
颜值	蓬松,0.0
香味	久,0.0
香味	蓬松,0.0
香味	很大,0.0
香味	直接,0.0
香味	柔韧,0.0
香味	浓烈,0.0
香味	大,0.0
香味	舒服,0.0
香味	最爱,0.0
香味	干净,0.0
香味	长,0.0
香味	愉悦,0.0
香味	慌,0.0
香味	很高,0.0
香味	浓,0.0
香味	柔顺,0.0
香氛	有效,0.0
香氛	重,0.0
高端	柔顺,0.0
高考	快,0.0
黄色	不错,0.0
黄色	快,0.0
