word,idf
买回来,3.7003
合适,3.7003
照片,3.7003
顺亮,3.7003
疼,3.7003
没用过,3.7003
开心,3.7003
成功,3.7003
店,3.7003
幸福感,3.7003
134,3.7003
滋味,3.7003
简约,3.7003
漂亮,3.7003
先,3.7003
嘢,3.7003
旅游,3.7003
浓稠,3.7003
克,3.7003
风,3.7003
刨泡,3.7003
浪费,3.7003
咋样,3.7003
good,3.7003
二维码,3.7003
呦,3.7003
不伤,3.7003
酷爱,3.7003
翻车,3.7003
品种,3.7003
几款,3.7003
88,3.7003
损伤,3.7003
妹妹,3.7003
消失,3.7003
破,3.7003
很爽,3.7003
兑成,3.7003
喜欢,3.7003
服,3.7003
32,3.7003
两遍,3.7003
几种,3.7003
小伙伴,3.7003
去年,3.7003
听说,3.7003
二十,3.7003
拍照,3.7003
完满,3.7003
存香,3.7003
物有所值,3.7003
13,3.7003
产品,3.7003
六瓶,3.7003
廉价,3.7003
最爱,3.7003
等用,3.7003
巨显,3.7003
300,3.7003
告别,3.7003
买买,3.7003
百闻,3.7003
往上,3.7003
2100,3.7003
头天,3.7003
睡,3.7003
季节性,3.7003
最满,3.7003
榜,3.7003
柔软,3.7003
评估,3.7003
刚试,3.7003
很的,3.7003
递给,3.7003
拆开,3.7003
阵子,3.7003
赶上,3.7003
一下头,3.7003
是绝,3.7003
发,3.7003
最新款,3.7003
提前,3.7003
洗护,3.7003
梳开,3.7003
直,3.7003
放心,3.7003
成把,3.7003
美美,3.7003
套组,3.7003
完不,3.7003
禁不起,3.7003
显油,3.7003
烫染,3.7003
找到,3.7003
昨天晚上,3.7003
死,3.7003
41,3.7003
给出,3.7003
喷香,3.7003
没多久,3.7003
相差,3.7003
调色,3.7003
油光,3.7003
全家人,3.7003
可爱,3.7003
95,3.7003
不退,3.7003
重,3.7003
图片,3.7003
亲戚朋友,3.7003
一分,3.7003
六七次,3.7003
扒开,3.7003
力推,3.7003
污垢,3.7003
入,3.7003
退,3.7003
mr,3.7003
自发,3.7003
省心,3.7003
多样,3.7003
很足,3.7003
草,3.7003
两瓶,3.7003
地板,3.7003
泛黄,3.7003
服务态度,3.7003
管好,3.7003
环绕,3.7003
礼品,3.7003
度,3.7003
说不上来,3.7003
难以忘怀,3.7003
奇油,3.7003
撑,3.7003
周末,3.7003
美丽,3.7003
挺好,3.7003
不得劲,3.7003
滑顺,3.7003
瓶身,3.7003
润滑,3.7003
放,3.7003
好比,3.7003
组合装,3.7003
小娃,3.7003
提交,3.7003
高颅,3.7003
五六,3.7003
受刺激,3.7003
植物,3.7003
谨慎,3.7003
态度恶劣,3.7003
弟,3.7003
状况,3.7003
带来,3.7003
空,3.7003
娃,3.7003
柔顺,3.7003
净屑,3.7003
包脸,3.7003
狮王,3.7003
货,3.7003
价廉物美,3.7003
控制不了,3.7003
深深,3.7003
棒,3.7003
老家,3.7003
揉,3.7003
天,3.7003
多一点,3.7003
浓度,3.7003
充满活力,3.7003
客服,3.7003
亲戚家,3.7003
样样,3.7003
回事,3.7003
有人,3.7003
了用,3.7003
入股,3.7003
上当,3.7003
看不下去,3.7003
毛孔,3.7003
超级,3.7003
21,3.7003
短句,3.7003
蛮贵,3.7003
朋友,3.7003
紧绷,3.7003
就必,3.7003
33,3.7003
一份,3.7003
变好,3.7003
131,3.7003
留香,3.7003
呼吸,3.7003
保证,3.7003
有别,3.7003
五元,3.7003
七十多,3.7003
海运,3.7003
公司,3.7003
spa,3.7003
十足,3.7003
自动,3.7003
一出,3.7003
棕色,3.7003
转用,3.7003
出乎意料,3.7003
上门,3.7003
的用,3.7003
吹干,3.7003
洗手液,3.7003
头皮,3.7003
不起作用,3.7003
订单,3.7003
洗头水,3.7003
香精,3.7003
浓郁,3.7003
由衷,3.7003
说好,3.7003
高质量,3.7003
四包,3.7003
雪花,3.7003
宜人,3.7003
止痒,3.7003
干枯,3.7003
原因,3.7003
100,3.7003
这么久,3.7003
信,3.7003
相比,3.7003
习惯,3.7003
要用,3.7003
磕磕碰碰,3.7003
柔润,3.7003
配送,3.7003
出门,3.7003
忘,3.7003
广,3.7003
泡温泉,3.7003
第一个,3.7003
怪味,3.7003
这家,3.7003
劝,3.7003
登录,3.7003
成分表,3.7003
高效,3.7003
偷工减料,3.7003
小包装,3.7003
拿到,3.7003
屑,3.7003
囤,3.7003
真不该,3.7003
结实,3.7003
免费,3.7003
舒心,3.7003
淡雅,3.7003
试了试,3.7003
坑人,3.7003
入夏,3.7003
完美,3.7003
随之,3.7003
时代,3.7003
第一,3.7003
大大减少,3.7003
碎屑,3.7003
得头,3.7003
尴尬,3.7003
游乐园,3.7003
所有人,3.7003
痒越,3.7003
得住,3.7003
31,3.7003
看中,3.7003
像是,3.7003
橙色,3.7003
信任度,3.7003
踩雷,3.7003
发痒,3.7003
油塌塌,3.7003
很漂亮,3.7003
控,3.7003
发多,3.7003
38,3.7003
长时间,3.7003
稀,3.7003
发中,3.7003
满满,3.7003
奶香,3.7003
实测,3.7003
独一无二,3.7003
清单,3.7003
会出,3.7003
评换,3.7003
买上,3.7003
绝佳,3.7003
独立,3.7003
关键,3.7003
棒家,3.7003
输,3.7003
几天,3.7003
支持,3.7003
吞,3.7003
剩的,3.7003
频繁,3.7003
是因为,3.7003
顺好,3.7003
别错过,3.7003
往里面,3.7003
用到,3.7003
颅顶,3.7003
封皮,3.7003
和量,3.7003
油扁塌,3.7003
分享,3.7003
一周,3.7003
35,3.7003
坏掉,3.7003
留有,3.7003
不失,3.7003
巨,3.7003
冲冲,3.7003
商场,3.7003
怡,3.7003
出乎,3.7003
16,3.7003
梳头发,3.7003
措施,3.7003
披,3.7003
排位,3.7003
些许,3.7003
申请,3.7003
特特,3.7003
yu,3.7003
会续,3.7003
有变,3.7003
很慢,3.7003
个头,3.7003
愉悦,3.7003
三乙醇胺,3.7003
几年,3.7003
两套,3.7003
想象,3.7003
蓬蓬松松,3.7003
安心,3.7003
太小,3.7003
服务质量,3.7003
现象,3.7003
过程,3.7003
学乖,3.7003
第一次,3.7003
几下,3.7003
一绝,3.7003
一大,3.7003
蛮快,3.7003
拆,3.7003
价格合理,3.7003
一堆,3.7003
非常明显,3.7003
不易,3.7003
页,3.7003
发愁,3.7003
蓬松,3.7003
暗淡无光,3.7003
特别,3.7003
扔掉,3.7003
奇怪,3.7003
店里,3.7003
扫描,3.7003
代,3.7003
吸收,3.7003
反够,3.7003
满贯,3.7003
态度,3.7003
星期,3.7003
淘气值,3.7003
难忍,3.7003
好看,3.7003
放弃,3.7003
右边,3.7003
包裹,3.7003
学,3.7003
一分货,3.7003
二十多年,3.7003
高级,3.7003
超牛,3.7003
收货,3.7003
蓬,3.7003
症状,3.7003
放松,3.7003
室友,3.7003
管用,3.7003
不快,3.7003
油得,3.7003
希,3.7003
欺骗,3.7003
白费,3.7003
顾客,3.7003
用洗,3.7003
地上,3.7003
熏,3.7003
清晰,3.7003
替换装,3.7003
抓来抓去,3.7003
洗衣,3.7003
爱来,3.7003
骗子,3.7003
洗手间,3.7003
八瓶,3.7003
超过,3.7003
养,3.7003
阿玲,3.7003
价位,3.7003
打工,3.7003
影响,3.7003
最难,3.7003
自用,3.7003
几周,3.7003
扣下来,3.7003
旁边,3.7003
合一,3.7003
翻倍,3.7003
竖起,3.7003
ok,3.7003
脏,3.7003
着急,3.7003
温柔,3.7003
发油,3.7003
奶,3.7003
真服了,3.7003
才油,3.7003
外观设计,3.7003
悄悄,3.7003
强词夺理,3.7003
未用,3.7003
难,3.7003
发水,3.7003
干越,3.7003
不拔,3.7003
回来,3.7003
标注,3.7003
退货,3.7003
牛,3.7003
落足,3.7003
洗头,3.7003
毛糙,3.7003
评比,3.7003
赞会,3.7003
晓得,3.7003
毛躁,3.7003
躺,3.7003
80,3.7003
痘痘,3.7003
工作,3.7003
太次,3.7003
样品,3.7003
拉满,3.7003
学生,3.7003
效果显著,3.7003
有所改善,3.7003
化学物质,3.7003
更本,3.7003
季节,3.7003
型,3.7003
精明,3.7003
反光,3.7003
忐忑,3.7003
上岸,3.7003
打湿,3.7003
遭受,3.7003
子,3.7003
轻轻松松,3.7003
赞赞,3.7003
两组,3.7003
抓紧,3.7003
全家,3.7003
咨询,3.7003
非常适合,3.7003
滑滑,3.7003
瓶要,3.7003
及时处理,3.7003
说不出来,3.7003
发柴,3.7003
变短,3.7003
用会,3.7003
扁,3.7003
偶像,3.7003
香香的,3.7003
二次,3.7003
一小,3.7003
慎用,3.7003
从头到尾,3.7003
净含量,3.7003
日常,3.7003
12,3.7003
老公,3.7003
清洁力,3.7003
希望,3.7003
应急,3.7003
不发,3.7003
一般般,3.7003
好久,3.7003
雅致,3.7003
蓝色,3.7003
很烦,3.7003
感让,3.7003
因人而异,3.7003
回够,3.7003
货就用,3.7003
差劲,3.7003
睡着,3.7003
告诉,3.7003
外面,3.7003
750,3.7003
柜子,3.7003
77,3.7003
变硬,3.7003
物流,3.7003
最新,3.7003
头发,3.7003
脱光,3.7003
骗人,3.7003
痒痒,3.7003
避雷,3.7003
天不,3.7003
粉,3.7003
抱歉,3.7003
洗出,3.7003
拍,3.7003
油用,3.7003
天气,3.7003
之中,3.7003
多得很,3.7003
年,3.7003
挺舒服,3.7003
清香,3.7003
长期,3.7003
毛毛躁躁,3.7003
来买,3.7003
二三十年,3.7003
大容量,3.7003
栀子花,3.7003
臭臭,3.7003
回收,3.7003
一条,3.7003
糟,3.7003
完喜,3.7003
滑不,3.7003
三四次,3.7003
染,3.7003
大大的,3.7003
要命,3.7003
经常性,3.7003
开买,3.7003
两天,3.7003
软软,3.7003
跟风,3.7003
随手,3.7003
买,3.7003
成,3.7003
吸完,3.7003
带有,3.7003
炒,3.7003
水分,3.7003
等待,3.7003
塌,3.7003
舒爽,3.7003
续购,3.7003
针对性,3.7003
党,3.7003
算是,3.7003
完挺,3.7003
到手,3.7003
放大,3.7003
设计,3.7003
一两次,3.7003
效果,3.7003
久,3.7003
喷头,3.7003
增多,3.7003
页面,3.7003
白己,3.7003
老铁,3.7003
18,3.7003
降价,3.7003
组合,3.7003
满面,3.7003
皮,3.7003
硬,3.7003
多发,3.7003
几个,3.7003
使有,3.7003
加班,3.7003
一般化,3.7003
厉害,3.7003
没收,3.7003
旗舰店,3.7003
用买,3.7003
甜腻,3.7003
精品,3.7003
很快,3.7003
放好,3.7003
差差,3.7003
隔上,3.7003
泡沫,3.7003
遗憾,3.7003
意外,3.7003
漂顺,3.7003
远远,3.7003
没沫,3.7003
二十多,3.7003
98,3.7003
燥,3.7003
油成,3.7003
放假,3.7003
适用性,3.7003
亲戚,3.7003
异味,3.7003
早晚,3.7003
很自,3.7003
一丝,3.7003
方便快捷,3.7003
总,3.7003
家里,3.7003
多一些,3.7003
香气扑鼻,3.7003
染发,3.7003
空气,3.7003
救星,3.7003
点货,3.7003
物质,3.7003
拜拜,3.7003
媳妇,3.7003
导致,3.7003
不好受,3.7003
不想,3.7003
打出,3.7003
喜好,3.7003
仙女们,3.7003
想换,3.7003
满星,3.7003
发短信,3.7003
掌柜的,3.7003
发极,3.7003
实话,3.7003
涩,3.7003
忧虑,3.7003
81,3.7003
客户,3.7003
干痒,3.7003
实惠,3.7003
渗漏,3.7003
浓,3.7003
拔,3.7003
黏了,3.7003
小发膜,3.7003
更多,3.7003
东西,3.7003
诗姐,3.7003
kf,3.7003
天花板,3.7003
用吐,3.7003
保驾护航,3.7003
吹头发,3.7003
许多年,3.7003
一觉,3.7003
能撑,3.7003
旮旯,3.7003
场合,3.7003
解答,3.7003
试一下,3.7003
放在,3.7003
不便,3.7003
打算,3.7003
下断,3.7003
理发店,3.7003
不敢相信,3.7003
简陋,3.7003
免受,3.7003
大油,3.7003
次用,3.7003
卖,3.7003
樱花,3.7003
黄瓶,3.7003
心意,3.7003
安排,3.7003
拆出来,3.7003
属实,3.7003
体验,3.7003
五分,3.7003
大把大把,3.7003
油力,3.7003
刚刚,3.7003
净屑款,3.7003
各个方面,3.7003
犄角,3.7003
去掉,3.7003
赠,3.7003
116,3.7003
刺挠,3.7003
塌塌,3.7003
完全一致,3.7003
46,3.7003
导诊,3.7003
一护,3.7003
无论是,3.7003
倒闭,3.7003
系列,3.7003
几分钟,3.7003
美少女,3.7003
损坏,3.7003
外观,3.7003
采用,3.7003
辛苦,3.7003
用药,3.7003
伤,3.7003
化妆,3.7003
别致,3.7003
谱,3.7003
口子,3.7003
舒缓,3.7003
比做,3.7003
件,3.7003
弹性,3.7003
主打,3.7003
很浓,3.7003
扭紧,3.7003
完起,3.7003
软塌塌,3.7003
钥匙扣,3.7003
老客户,3.7003
睡一觉,3.7003
划得来,3.7003
打不开,3.7003
宣传,3.7003
打游戏,3.7003
发质油,3.7003
轻,3.7003
常年,3.7003
硫化,3.7003
现有,3.7003
大顺,3.7003
不惜,3.7003
敏感性,3.7003
一块块,3.7003
奉劝,3.7003
妈生,3.7003
一丝丝,3.7003
十多根,3.7003
搞搞,3.7003
显而易见,3.7003
心仪,3.7003
不贵,3.7003
生意兴隆,3.7003
剩下,3.7003
脖子,3.7003
皮得很,3.7003
自由,3.7003
14,3.7003
好几回,3.7003
推,3.7003
反复,3.7003
十块,3.7003
接受,3.7003
都用,3.7003
不好,3.7003
袋子,3.7003
护发,3.7003
外包装,3.7003
首选,3.7003
买试,3.7003
一往,3.7003
左边,3.7003
妈妈,3.7003
完留,3.7003
扔,3.7003
几厘米,3.7003
太坑,3.7003
伴随,3.7003
货想,3.7003
塌下来,3.7003
下发,3.7003
严实,3.7003
人群,3.7003
掉色,3.7003
赠送品,3.7003
本店,3.7003
每次,3.7003
深层,3.7003
提好,3.7003
油塌塌的,3.7003
速度慢,3.7003
家中,3.7003
爱不释手,3.7003
大把,3.7003
快捷,3.7003
懂,3.7003
用品,3.7003
嘿嘿嘿,3.7003
刘诗诗,3.7003
这件,3.7003
头痒,3.7003
周到,3.7003
色差,3.7003
房东,3.7003
润,3.7003
洗,3.7003
很丝,3.7003
冤种,3.7003
嫌,3.7003
进,3.7003
没洗,3.7003
还给,3.7003
享受,3.7003
22,3.7003
折服,3.7003
手一顺,3.7003
15,3.7003
携带,3.7003
松,3.7003
完好,3.7003
内心,3.7003
退换,3.7003
光泽感,3.7003
越快,3.7003
方方正正,3.7003
符合,3.7003
57,3.7003
睡醒,3.7003
洗好,3.7003
大众,3.7003
脸,3.7003
几块钱,3.7003
干,3.7003
上洗,3.7003
忠实,3.7003
集齐,3.7003
洁净,3.7003
信息,3.7003
加工厂,3.7003
帽子,3.7003
正确,3.7003
138,3.7003
自行,3.7003
越用,3.7003
看清楚,3.7003
官方,3.7003
香型,3.7003
开瓶,3.7003
心,3.7003
一阵,3.7003
为啥,3.7003
月,3.7003
51,3.7003
也许,3.7003
跟进,3.7003
感受,3.7003
送礼物,3.7003
上买,3.7003
尺寸,3.7003
不适感,3.7003
哈哈哈哈,3.7003
h,3.7003
重现,3.7003
易清洗,3.7003
棉麻,3.7003
龙队,3.7003
一位,3.7003
一根,3.7003
两个,3.7003
脸蛋,3.7003
大半年,3.7003
理发师,3.7003
油亮,3.7003
选择,3.7003
不掉,3.7003
冰棱子,3.7003
有待,3.7003
三遍,3.7003
长效,3.7003
但过,3.7003
一模一样,3.7003
差评,3.7003
飞天,3.7003
在家,3.7003
相见恨晚,3.7003
吹出来,3.7003
小贵,3.7003
评差,3.7003
搞过来,3.7003
自信满满,3.7003
慎买慎,3.7003
惊艳,3.7003
过才,3.7003
好多好多,3.7003
大润发,3.7003
真值,3.7003
环,3.7003
货后,3.7003
刷来,3.7003
看抖,3.7003
隔个,3.7003
127,3.7003
油,3.7003
宝,3.7003
策略,3.7003
音,3.7003
完在,3.7003
过头,3.7003
海外,3.7003
组,3.7003
免得,3.7003
83,3.7003
复够,3.7003
提升,3.7003
172,3.7003
儿用,3.7003
实在,3.7003
提高,3.7003
肠子,3.7003
还长,3.7003
很痒,3.7003
氨基酸,3.7003
没错,3.7003
158,3.7003
理想,3.7003
澈,3.7003
体检,3.7003
618,3.7003
失败,3.7003
袋,3.7003
变化,3.7003
包着,3.7003
回头客,3.7003
好容易,3.7003
软顺,3.7003
拆箱,3.7003
帮,3.7003
方式,3.7003
买过,3.7003
惊喜,3.7003
大美女,3.7003
环套,3.7003
挺顺,3.7003
小子,3.7003
随随便便,3.7003
常用,3.7003
贴,3.7003
皮屑,3.7003
香氛,3.7003
盒,3.7003
牛奶,3.7003
店面,3.7003
清理,3.7003
推来,3.7003
站立,3.7003
冒油,3.7003
力,3.7003
78,3.7003
错单,3.7003
需,3.7003
耐心,3.7003
开开心心,3.7003
果断,3.7003
三瓶,3.7003
给我发,3.7003
看清,3.7003
顺顺,3.7003
为数不多,3.7003
拥有,3.7003
千万别,3.7003
滑,3.7003
脑子,3.7003
67,3.7003
al,3.7003
智商,3.7003
仔细,3.7003
油能,3.7003
增高,3.7003
蓝瓶,3.7003
正装,3.7003
白花花,3.7003
极具,3.7003
精妙,3.7003
四瓶,3.7003
最少,3.7003
止不住,3.7003
问,3.7003
搓,3.7003
省时省力,3.7003
无意,3.7003
干性,3.7003
没掉,3.7003
密封,3.7003
头屑,3.7003
试试,3.7003
妈,3.7003
颜值,3.7003
小儿子,3.7003
24,3.7003
未损坏,3.7003
飘,3.7003
它家,3.7003
选,3.7003
挺久,3.7003
去油,3.7003
k0n0,3.7003
办公室,3.7003
很久,3.7003
小时,3.7003
奥运冠军,3.7003
袋装,3.7003
醉,3.7003
一看,3.7003
骗,3.7003
太爽了,3.7003
计,3.7003
发根,3.7003
薅,3.7003
哈哈哈,3.7003
不咋地,3.7003
元,3.7003
干皮,3.7003
轻盈,3.7003
稍后,3.7003
虚假,3.7003
能耐,3.7003
快递,3.7003
奥,3.7003
拿来,3.7003
很润,3.7003
买一送一,3.7003
洗澡间,3.7003
好友,3.7003
试试看,3.7003
快没了,3.7003
乖,3.7003
失望,3.7003
唯一,3.7003
买假,3.7003
快用,3.7003
期间,3.7003
天猫,3.7003
第二天,3.7003
喜,3.7003
断发,3.7003
烦人,3.7003
苦恼,3.7003
蓬发,3.7003
刷,3.7003
优雅,3.7003
删除,3.7003
尾部,3.7003
更油,3.7003
连用,3.7003
无比,3.7003
担心,3.7003
一半,3.7003
秒,3.7003
依然,3.7003
不重,3.7003
亲妈,3.7003
滴,3.7003
佷,3.7003
数不清,3.7003
身心,3.7003
比较满意,3.7003
发膜,3.7003
抓破,3.7003
了有,3.7003
先用,3.7003
挺滑,3.7003
大学毕业,3.7003
肯定,3.7003
成交量,3.7003
趴,3.7003
知乎,3.7003
贴心,3.7003
作,3.7003
挺值,3.7003
某国,3.7003
油头,3.7003
性比,3.7003
纸盒子,3.7003
不出,3.7003
不划算,3.7003
习惯性,3.7003
瓶子,3.7003
家人,3.7003
舒适度,3.7003
套,3.7003
道理,3.7003
坑,3.7003
明星,3.7003
精油,3.7003
凑合着,3.7003
痒,3.7003
老粉,3.7003
昨天中午,3.7003
毛囊,3.7003
洗发液,3.7003
轻飘飘,3.7003
套路,3.7003
本钱,3.7003
家电,3.7003
中国,3.7003
上留,3.7003
甜甜的,3.7003
大面积,3.7003
好不好,3.7003
秃头,3.7003
150,3.7003
了给,3.7003
美妙,3.7003
卷,3.7003
次品,3.7003
分量,3.7003
丸子,3.7003
粘腻,3.7003
挺润,3.7003
用量,3.7003
难受,3.7003
搞笑,3.7003
恨,3.7003
45,3.7003
出油,3.7003
柔亮,3.7003
看能,3.7003
改进,3.7003
换回,3.7003
显得,3.7003
63,3.7003
恰到好处,3.7003
广告,3.7003
永远,3.7003
讲解,3.7003
拒绝,3.7003
29,3.7003
超多,3.7003
小小的,3.7003
好使,3.7003
发现,3.7003
很美,3.7003
58,3.7003
怀疑,3.7003
陶醉,3.7003
坏,3.7003
不查,3.7003
上班,3.7003
味儿,3.7003
来续,3.7003
一句,3.7003
木质,3.7003
购入,3.7003
帮别人,3.7003
粘,3.7003
味,3.7003
钟意,3.7003
hh,3.7003
在手,3.7003
看得出来,3.7003
代言,3.7003
用不惯,3.7003
运送,3.7003
退掉,3.7003
一两,3.7003
压力,3.7003
适不,3.7003
乒乓,3.7003
过差,3.7003
很好,3.7003
30,3.7003
洗下来,3.7003
颗粒感,3.7003
挺火,3.7003
日用品,3.7003
总体而言,3.7003
爸妈,3.7003
脑袋,3.7003
集美,3.7003
两三年,3.7003
就油,3.7003
大忙,3.7003
四五天,3.7003
柔柔顺顺,3.7003
网红,3.7003
上起,3.7003
祛油,3.7003
指定,3.7003
国家级,3.7003
婷,3.7003
37,3.7003
热,3.7003
初中生,3.7003
整体,3.7003
轻松,3.7003
书上,3.7003
四袋,3.7003
不该,3.7003
时间,3.7003
可洗,3.7003
用赠,3.7003
亲民,3.7003
油油,3.7003
合算,3.7003
老板,3.7003
妆容,3.7003
价格,3.7003
四次,3.7003
一点点,3.7003
黏糊糊,3.7003
诚意,3.7003
油腻腻,3.7003
信任,3.7003
细节,3.7003
高中,3.7003
追,3.7003
摸,3.7003
液,3.7003
151,3.7003
差太,3.7003
通勤,3.7003
今晚,3.7003
目前为止,3.7003
155,3.7003
样子,3.7003
这阵子,3.7003
费,3.7003
花香,3.7003
持续,3.7003
一家,3.7003
50,3.7003
头上,3.7003
试,3.7003
喷,3.7003
质量,3.7003
滑溜溜,3.7003
完会,3.7003
绑起来,3.7003
抓紧时间,3.7003
某书,3.7003
品牌,3.7003
多种,3.7003
最舒服,3.7003
平常,3.7003
114,3.7003
香气,3.7003
40,3.7003
朋友家,3.7003
十款,3.7003
85,3.7003
get,3.7003
不适,3.7003
盖,3.7003
足够,3.7003
搓手,3.7003
吐,3.7003
制作,3.7003
物品,3.7003
嘴,3.7003
三天,3.7003
秀发,3.7003
国产,3.7003
平价,3.7003
太差,3.7003
洗越,3.7003
运动,3.7003
水润,3.7003
和二,3.7003
测评,3.7003
天天,3.7003
直播,3.7003
55,3.7003
夸张,3.7003
样,3.7003
施华蔻,3.7003
害怕,3.7003
商店,3.7003
香,3.7003
看发,3.7003
商家,3.7003
小小,3.7003
换水,3.7003
晒,3.7003
下午,3.7003
感到,3.7003
差不差,3.7003
去污,3.7003
过关,3.7003
发送,3.7003
优惠活动,3.7003
滑溜,3.7003
宝贝,3.7003
强力,3.7003
慢慢,3.7003
走路,3.7003
斗争,3.7003
焕发,3.7003
间隔,3.7003
推出,3.7003
五星,3.7003
受损,3.7003
信赖,3.7003
置身于,3.7003
115,3.7003
红色,3.7003
洗发膏,3.7003
过油,3.7003
中,3.7003
炎热,3.7003
发炎,3.7003
82,3.7003
我用,3.7003
中袋,3.7003
六十多,3.7003
错,3.7003
洗洗,3.7003
一代,3.7003
天花乱坠,3.7003
连发,3.7003
充,3.7003
透气,3.7003
收,3.7003
迷粉,3.7003
不说,3.7003
后才,3.7003
腻,3.7003
适宜,3.7003
不通,3.7003
成都,3.7003
绵密,3.7003
一次性,3.7003
店铺,3.7003
亲切,3.7003
亲姐,3.7003
verygood,3.7003
发后,3.7003
长久以来,3.7003
沁人心脾,3.7003
十几种,3.7003
前所未有,3.7003
那么回事,3.7003
还算,3.7003
止油,3.7003
60,3.7003
没用,3.7003
预期,3.7003
舍得,3.7003
堪忧,3.7003
功课,3.7003
油皮,3.7003
通,3.7003
白天,3.7003
刚用,3.7003
巨多,3.7003
没少,3.7003
39,3.7003
这瓶,3.7003
头顶,3.7003
压,3.7003
换对,3.7003
发可,3.7003
变顺,3.7003
出去玩,3.7003
按摩,3.7003
经不起,3.7003
礼貌,3.7003
发紧,3.7003
大碗,3.7003
在用,3.7003
少,3.7003
滋润,3.7003
迅猛,3.7003
再也,3.7003
确实,3.7003
周五,3.7003
那句话,3.7003
水果,3.7003
离谱,3.7003
强烈推荐,3.7003
款用,3.7003
妄言,3.7003
一组,3.7003
明信片,3.7003
一缕,3.7003
五六次,3.7003
资本,3.7003
差点,3.7003
亲亲,3.7003
能管,3.7003
洗澡,3.7003
称赞,3.7003
上头,3.7003
博主,3.7003
清扬,3.7003
再购,3.7003
76,3.7003
已経回焰,3.7003
弄完,3.7003
羟基,3.7003
用上,3.7003
没能,3.7003
鸭,3.7003
油腻感,3.7003
搞定,3.7003
红书,3.7003
推送,3.7003
税,3.7003
干巴,3.7003
算,3.7003
挤出来,3.7003
浓烈,3.7003
富翁,3.7003
短时间,3.7003
就头,3.7003
真的,3.7003
干涩,3.7003
骄傲,3.7003
抹,3.7003
看不到,3.7003
形象,3.7003
救赎,3.7003
延长,3.7003
清洗,3.7003
级,3.7003
说不,3.7003
65,3.7003
几元,3.7003
有时候,3.7003
花园,3.7003
独特,3.7003
线,3.7003
涂抹,3.7003
伤心,3.7003
邻居,3.7003
才华,3.7003
越做越,3.7003
买对,3.7003
真不愧是,3.7003
呵护,3.7003
兔,3.7003
种草,3.7003
柔韧,3.7003
不好意思,3.7003
洗完,3.7003
发干,3.7003
从来不,3.7003
极差,3.7003
挤,3.7003
巨好,3.7003
不幸,3.7003
经典,3.7003
控油,3.7003
想买,3.7003
香风,3.7003
净化,3.7003
了买,3.7003
炽热,3.7003
三次,3.7003
泡,3.7003
随机,3.7003
用后感,3.7003
打扫卫生,3.7003
实体店,3.7003
大屑,3.7003
活力,3.7003
丰盛,3.7003
人员,3.7003
飞飞,3.7003
怨,3.7003
隔天,3.7003
满头,3.7003
梳起来,3.7003
套餐,3.7003
回购,3.7003
弯路,3.7003
块钱,3.7003
万分,3.7003
不足以,3.7003
造假,3.7003
升级,3.7003
诗,3.7003
泵,3.7003
很多年,3.7003
瓶,3.7003
打结,3.7003
两年,3.7003
逛,3.7003
大方,3.7003
un,3.7003
句,3.7003
泡泡,3.7003
那瓶,3.7003
浓厚,3.7003
健康,3.7003
脱发,3.7003
化,3.7003
撑好,3.7003
涨,3.7003
coco,3.7003
没想到,3.7003
别提,3.7003
容易接受,3.7003
芳香,3.7003
满分,3.7003
129,3.7003
清新,3.7003
如沐春风,3.7003
泄露,3.7003
有害,3.7003
测,3.7003
颜色,3.7003
送货,3.7003
打开,3.7003
挑,3.7003
掉用,3.7003
护发素,3.7003
经济,3.7003
持久,3.7003
无数次,3.7003
睡不着,3.7003
靠近,3.7003
吃,3.7003
巨牛,3.7003
同事,3.7003
弟弟,3.7003
想,3.7003
绝绝子,3.7003
合,3.7003
用哦,3.7003
四个,3.7003
令,3.7003
a,3.7003
迫不及待,3.7003
毛病,3.7003
扎实,3.7003
特好,3.7003
夏天,3.7003
还油,3.7003
女子,3.7003
完事,3.7003
枕头,3.7003
朋友圈,3.7003
几颗,3.7003
梳头,3.7003
回,3.7003
不一祥,3.7003
交换,3.7003
压不塌,3.7003
字,3.7003
几十块,3.7003
私下,3.7003
最起码,3.7003
补水,3.7003
刷到,3.7003
半夜,3.7003
早早,3.7003
闺蜜,3.7003
要犯,3.7003
谁用,3.7003
干瘪瘪,3.7003
快乐,3.7003
单个,3.7003
买完,3.7003
顺序,3.7003
浴室,3.7003
掉头发,3.7003
相符,3.7003
大学,3.7003
喊,3.7003
高,3.7003
断断续续,3.7003
如我所愿,3.7003
俩种,3.7003
狂欢,3.7003
多年,3.7003
牌,3.7003
120,3.7003
洗干,3.7003
破坏,3.7003
女,3.7003
淡淡的,3.7003
不柴,3.7003
54,3.7003
商品质量,3.7003
恶,3.7003
鞋带,3.7003
检验,3.7003
四天,3.7003
货好,3.7003
伪装,3.7003
其他人,3.7003
女朋友,3.7003
的说,3.7003
142,3.7003
随便,3.7003
渐渐,3.7003
原本,3.7003
啊家,3.7003
聚会,3.7003
物美价廉,3.7003
齐全,3.7003
看不出,3.7003
不顺,3.7003
刘海,3.7003
挠,3.7003
起沫量,3.7003
蓬蓬,3.7003
25,3.7003
75,3.7003
灰,3.7003
冲洗,3.7003
出差,3.7003
小朋友,3.7003
里长,3.7003
最差,3.7003
服务,3.7003
第三次,3.7003
